transaction_id,timestamp,amount,payment_method,bank,customer_type,status,failure_reason,retry_count
TXN100022,2026-07-25 00:01:48,163.53,UPI,KOTAK,RETURNING,SUCCESS,,0
TXN100023,2026-07-25 00:01:56,1638.4,CARD,SBI,NEW,SUCCESS,,0
TXN100024,2026-07-25 00:02:06,774.11,UPI,HDFC,RETURNING,SUCCESS,,0
TXN100025,2026-07-25 00:02:13,2824.65,UPI,KOTAK,NEW,SUCCESS,,0
TXN100026,2026-07-25 00:02:18,1652.8,UPI,ICICI,RETURNING,SUCCESS,,0
TXN100027,2026-07-25 00:02:32,414.44,UPI,ICICI,RETURNING,SUCCESS,,0
TXN100028,2026-07-25 00:02:37,996.77,UPI,SBI,NEW,SUCCESS,,0
TXN100029,2026-07-25 00:02:39,957.77,CARD,SBI,RETURNING,SUCCESS,,0
TXN100030,2026-07-25 00:02:43,628.19,CARD,SBI,RETURNING,SUCCESS,,0
TXN100031,2026-07-25 00:02:43,154.02,CARD,SBI,RETURNING,SUCCESS,,0
TXN100032,2026-07-25 00:02:49,1296.18,UPI,AXIS,RETURNING,SUCCESS,,0
TXN100033,2026-07-25 00:02:49,167.82,UPI,KOTAK,RETURNING,SUCCESS,,0
TXN100034,2026-07-25 00:03:01,224.01,NETBANKING,AXIS,NEW,SUCCESS,,0
TXN100035,2026-07-25 00:03:04,857.47,CARD,AXIS,RETURNING,SUCCESS,,0
TXN100036,2026-07-25 00:03:08,293.2,CARD,SBI,NEW,SUCCESS,,0
TXN100037,2026-07-25 00:03:09,365.82,CARD,SBI,NEW,SUCCESS,,0
TXN100038,2026-07-25 00:03:11,753.15,UPI,AXIS,RETURNING,SUCCESS,,0
TXN100039,2026-07-25 00:03:13,1212.46,CARD,AXIS,RETURNING,SUCCESS,,0
TXN100040,2026-07-25 00:03:14,523.63,UPI,SBI,NEW,SUCCESS,,0
TXN100041,2026-07-25 00:03:19,2484.93,CARD,KOTAK,NEW,SUCCESS,,0
TXN100042,2026-07-25 00:03:19,300.11,UPI,HDFC,RETURNING,SUCCESS,,0
TXN100043,2026-07-25 00:03:23,1799.93,UPI,SBI,RETURNING,SUCCESS,,0
TXN100044,2026-07-25 00:03:23,346.79,CARD,HDFC,RETURNING,SUCCESS,,0
TXN100045,2026-07-25 00:03:25,3001.58,UPI,SBI,NEW,SUCCESS,,0
TXN100046,2026-07-25 00:03:27,2146.88,UPI,ICICI,RETURNING,SUCCESS,,0
TXN100047,2026-07-25 00:03:29,899.1,UPI,KOTAK,NEW,SUCCESS,,0
TXN100048,2026-07-25 00:03:35,1335.7,UPI,HDFC,RETURNING,SUCCESS,,0
TXN100049,2026-07-25 00:03:38,1507.93,CARD,HDFC,RETURNING,SUCCESS,,0
TXN100050,2026-07-25 00:03:44,532.56,CARD,SBI,RETURNING,FAILED,BANK_ERROR,0
TXN100051,2026-07-25 00:03:49,757.15,UPI,ICICI,RETURNING,FAILED,NETWORK_ERROR,1
TXN100052,2026-07-25 00:03:53,225.07,CARD,SBI,NEW,SUCCESS,,0
TXN100053,2026-07-25 00:04:05,244.06,UPI,AXIS,NEW,SUCCESS,,0
TXN100054,2026-07-25 00:04:05,1682.53,UPI,AXIS,NEW,SUCCESS,,0
TXN100055,2026-07-25 00:04:06,686.54,NETBANKING,SBI,RETURNING,SUCCESS,,0
TXN100056,2026-07-25 00:04:11,1633.98,UPI,HDFC,RETURNING,SUCCESS,,0
TXN100057,2026-07-25 00:04:15,1174.96,UPI,ICICI,NEW,SUCCESS,,0
TXN100058,2026-07-25 00:04:18,800.86,UPI,AXIS,NEW,SUCCESS,,0
TXN100059,2026-07-25 00:04:28,2067.31,UPI,KOTAK,NEW,SUCCESS,,0
TXN100060,2026-07-25 00:04:35,1776.41,UPI,HDFC,RETURNING,SUCCESS,,0
TXN100061,2026-07-25 00:04:40,379.83,UPI,HDFC,RETURNING,FAILED,NETWORK_ERROR,1
TXN100062,2026-07-25 00:04:44,227.91,UPI,KOTAK,RETURNING,SUCCESS,,0
TXN100063,2026-07-25 00:04:50,309.36,UPI,HDFC,RETURNING,SUCCESS,,0
TXN100064,2026-07-25 00:04:52,1930.39,UPI,SBI,NEW,SUCCESS,,0
TXN100065,2026-07-25 00:04:54,1322.29,CARD,SBI,NEW,SUCCESS,,0
TXN100066,2026-07-25 00:04:54,202.04,UPI,AXIS,RETURNING,SUCCESS,,0
TXN100067,2026-07-25 00:05:10,607.67,NETBANKING,HDFC,NEW,SUCCESS,,0
TXN100068,2026-07-25 00:05:10,1654.59,UPI,ICICI,NEW,SUCCESS,,0
TXN100069,2026-07-25 00:05:18,344.3,CARD,AXIS,RETURNING,SUCCESS,,0
TXN100070,2026-07-25 00:05:44,676.62,UPI,SBI,NEW,SUCCESS,,0
TXN100071,2026-07-25 00:05:57,1514.62,CARD,ICICI,RETURNING,SUCCESS,,0
TXN100072,2026-07-25 00:06:00,1245.52,UPI,ICICI,NEW,SUCCESS,,0
TXN100073,2026-07-25 00:06:03,256.81,NETBANKING,HDFC,RETURNING,SUCCESS,,0
TXN100074,2026-07-25 00:06:08,1184.99,UPI,ICICI,NEW,SUCCESS,,0
TXN100075,2026-07-25 00:06:12,809.75,CARD,SBI,RETURNING,SUCCESS,,0
TXN100076,2026-07-25 00:06:14,1316.54,CARD,HDFC,RETURNING,SUCCESS,,0
TXN100077,2026-07-25 00:06:15,418.82,UPI,SBI,NEW,SUCCESS,,0
TXN100078,2026-07-25 00:06:30,1404.88,UPI,HDFC,RETURNING,SUCCESS,,0
TXN100079,2026-07-25 00:06:35,968.07,UPI,AXIS,RETURNING,SUCCESS,,0
TXN100080,2026-07-25 00:06:44,2277.83,CARD,ICICI,RETURNING,SUCCESS,,0
TXN100081,2026-07-25 00:06:47,600.12,UPI,KOTAK,RETURNING,SUCCESS,,0
TXN100082,2026-07-25 00:06:49,370.09,CARD,SBI,NEW,SUCCESS,,0
TXN100083,2026-07-25 00:06:55,247.61,UPI,ICICI,RETURNING,SUCCESS,,0
TXN100084,2026-07-25 00:07:09,1869.48,UPI,SBI,RETURNING,SUCCESS,,0
TXN100085,2026-07-25 00:07:14,115.04,UPI,ICICI,RETURNING,SUCCESS,,0
TXN100086,2026-07-25 00:07:15,185.14,CARD,AXIS,NEW,SUCCESS,,0
TXN100087,2026-07-25 00:07:23,699.59,UPI,SBI,NEW,SUCCESS,,0
TXN100088,2026-07-25 00:07:28,419.68,UPI,HDFC,RETURNING,SUCCESS,,0
TXN100089,2026-07-25 00:07:42,219.29,UPI,KOTAK,NEW,SUCCESS,,0
TXN100090,2026-07-25 00:07:49,1062.02,UPI,ICICI,RETURNING,SUCCESS,,0
TXN100091,2026-07-25 00:08:23,1101.38,CARD,ICICI,NEW,SUCCESS,,0
TXN100092,2026-07-25 00:08:35,799.62,UPI,SBI,RETURNING,SUCCESS,,0
TXN100093,2026-07-25 00:08:45,1476.56,UPI,AXIS,NEW,SUCCESS,,0
TXN100094,2026-07-25 00:08:53,839.04,CARD,AXIS,RETURNING,SUCCESS,,0
TXN100095,2026-07-25 00:08:55,124.61,UPI,KOTAK,NEW,SUCCESS,,0
TXN100096,2026-07-25 00:08:57,508.29,UPI,HDFC,RETURNING,SUCCESS,,0
TXN100097,2026-07-25 00:09:00,799.78,UPI,ICICI,RETURNING,SUCCESS,,0
TXN100098,2026-07-25 00:09:05,1080.82,CARD,HDFC,NEW,SUCCESS,,0
TXN100099,2026-07-25 00:09:18,853.21,UPI,AXIS,RETURNING,SUCCESS,,0
TXN100100,2026-07-25 00:09:19,1066.38,CARD,ICICI,NEW,SUCCESS,,0
TXN100101,2026-07-25 00:09:30,428.72,CARD,ICICI,RETURNING,SUCCESS,,0
TXN100102,2026-07-25 00:09:31,666.67,UPI,SBI,RETURNING,SUCCESS,,0
TXN100103,2026-07-25 00:09:34,1068.46,CARD,KOTAK,RETURNING,SUCCESS,,0
TXN100104,2026-07-25 00:09:39,4090.68,CARD,KOTAK,RETURNING,SUCCESS,,0
TXN100105,2026-07-25 00:09:40,315.54,UPI,ICICI,RETURNING,SUCCESS,,0
TXN100106,2026-07-25 00:09:54,1110.11,CARD,AXIS,RETURNING,SUCCESS,,0
TXN100107,2026-07-25 00:09:54,271.45,CARD,ICICI,RETURNING,SUCCESS,,0
TXN100108,2026-07-25 00:09:59,418.07,NETBANKING,ICICI,RETURNING,SUCCESS,,0
TXN100109,2026-07-25 00:10:00,1491.15,UPI,KOTAK,NEW,SUCCESS,,0
TXN100110,2026-07-25 00:10:04,868.01,UPI,HDFC,NEW,SUCCESS,,0
TXN100111,2026-07-25 00:10:07,568.6,CARD,AXIS,NEW,SUCCESS,,0
TXN100112,2026-07-25 00:10:15,3968.24,CARD,HDFC,RETURNING,SUCCESS,,0
TXN100113,2026-07-25 00:10:17,424.15,UPI,SBI,NEW,SUCCESS,,0
TXN100114,2026-07-25 00:10:23,950.32,CARD,AXIS,RETURNING,SUCCESS,,0
TXN100115,2026-07-25 00:10:37,1193.08,UPI,ICICI,NEW,SUCCESS,,0
TXN100116,2026-07-25 00:10:38,179.67,UPI,HDFC,RETURNING,FAILED,NETWORK_ERROR,1
TXN100117,2026-07-25 00:10:40,565.76,UPI,SBI,RETURNING,SUCCESS,,0
TXN100118,2026-07-25 00:10:41,254.45,CARD,HDFC,NEW,SUCCESS,,0
TXN100119,2026-07-25 00:10:45,103.8,UPI,AXIS,NEW,SUCCESS,,0
TXN100120,2026-07-25 00:10:46,895.42,CARD,ICICI,NEW,SUCCESS,,0
TXN100121,2026-07-25 00:10:49,999.82,UPI,HDFC,RETURNING,SUCCESS,,0
TXN100122,2026-07-25 00:10:54,409.91,CARD,AXIS,RETURNING,SUCCESS,,0
TXN100123,2026-07-25 00:11:21,298.99,UPI,KOTAK,RETURNING,FAILED,INSUFFICIENT_FUNDS,0
TXN100124,2026-07-25 00:11:35,2269.55,NETBANKING,HDFC,RETURNING,SUCCESS,,0
TXN100125,2026-07-25 00:11:39,3191.61,UPI,SBI,RETURNING,FAILED,TIMEOUT,1
TXN100126,2026-07-25 00:11:42,1087.15,UPI,HDFC,RETURNING,SUCCESS,,0
TXN100127,2026-07-25 00:11:49,698.99,UPI,ICICI,RETURNING,SUCCESS,,0
TXN100128,2026-07-25 00:12:02,409.51,UPI,HDFC,NEW,SUCCESS,,0
TXN100129,2026-07-25 00:12:07,838.81,UPI,SBI,RETURNING,SUCCESS,,0
TXN100130,2026-07-25 00:12:07,634.76,CARD,KOTAK,RETURNING,SUCCESS,,0
TXN100131,2026-07-25 00:12:12,1164.23,UPI,ICICI,RETURNING,SUCCESS,,0
TXN100132,2026-07-25 00:12:19,1811.47,CARD,AXIS,RETURNING,SUCCESS,,0
TXN100133,2026-07-25 00:12:28,856.34,UPI,HDFC,NEW,SUCCESS,,0
TXN100134,2026-07-25 00:12:34,698.91,UPI,ICICI,RETURNING,SUCCESS,,0
TXN100135,2026-07-25 00:12:42,202.1,UPI,ICICI,RETURNING,SUCCESS,,0
TXN100136,2026-07-25 00:12:44,935.36,UPI,HDFC,RETURNING,SUCCESS,,0
TXN100137,2026-07-25 00:12:50,1116.35,CARD,KOTAK,NEW,SUCCESS,,0
TXN100138,2026-07-25 00:12:50,1544.44,CARD,ICICI,NEW,SUCCESS,,0
TXN100139,2026-07-25 00:12:51,162.18,UPI,ICICI,RETURNING,SUCCESS,,0
TXN100140,2026-07-25 00:13:14,874.24,CARD,SBI,NEW,SUCCESS,,0
TXN100141,2026-07-25 00:13:19,386.29,NETBANKING,AXIS,NEW,SUCCESS,,0
TXN100142,2026-07-25 00:13:21,1191.01,CARD,ICICI,RETURNING,SUCCESS,,0
TXN100143,2026-07-25 00:13:25,786.9,CARD,HDFC,RETURNING,SUCCESS,,0
TXN100144,2026-07-25 00:13:26,398.9,CARD,ICICI,NEW,FAILED,BANK_ERROR,0
TXN100145,2026-07-25 00:13:27,2547.94,CARD,ICICI,RETURNING,SUCCESS,,0
TXN100146,2026-07-25 00:13:30,489.4,CARD,ICICI,NEW,SUCCESS,,0
TXN100147,2026-07-25 00:13:34,404.53,UPI,KOTAK,RETURNING,SUCCESS,,0
TXN100148,2026-07-25 00:13:36,472.16,UPI,HDFC,RETURNING,SUCCESS,,0
TXN100149,2026-07-25 00:13:39,149.14,CARD,SBI,RETURNING,SUCCESS,,0
TXN100150,2026-07-25 00:13:45,185.2,UPI,ICICI,NEW,SUCCESS,,0
TXN100151,2026-07-25 00:13:47,1735.1,UPI,SBI,NEW,SUCCESS,,0
TXN100152,2026-07-25 00:13:48,689.46,CARD,HDFC,NEW,SUCCESS,,0
TXN100153,2026-07-25 00:13:57,994.8,CARD,KOTAK,RETURNING,SUCCESS,,0
TXN100154,2026-07-25 00:14:08,802.97,NETBANKING,ICICI,RETURNING,SUCCESS,,0
TXN100155,2026-07-25 00:14:08,840.8,UPI,HDFC,RETURNING,SUCCESS,,0
TXN100156,2026-07-25 00:14:24,644.32,UPI,AXIS,RETURNING,SUCCESS,,0
TXN100157,2026-07-25 00:14:32,402.33,CARD,KOTAK,RETURNING,SUCCESS,,0
TXN100158,2026-07-25 00:14:41,1081.23,UPI,AXIS,NEW,SUCCESS,,0
TXN100159,2026-07-25 00:14:42,772.32,UPI,HDFC,NEW,SUCCESS,,0
TXN100160,2026-07-25 00:14:48,274.2,NETBANKING,SBI,NEW,SUCCESS,,0
TXN100161,2026-07-25 00:14:52,1092.69,CARD,KOTAK,RETURNING,SUCCESS,,0
TXN100162,2026-07-25 00:14:55,2325.58,UPI,SBI,RETURNING,SUCCESS,,0
TXN100163,2026-07-25 00:15:01,885.42,UPI,SBI,RETURNING,SUCCESS,,0
TXN100164,2026-07-25 00:15:03,407.82,NETBANKING,SBI,RETURNING,SUCCESS,,0
TXN100165,2026-07-25 00:15:07,808.68,CARD,SBI,RETURNING,SUCCESS,,0
TXN100166,2026-07-25 00:15:10,1229.41,CARD,AXIS,NEW,SUCCESS,,0
TXN100167,2026-07-25 00:15:11,281.4,UPI,HDFC,RETURNING,SUCCESS,,0
TXN100168,2026-07-25 00:15:14,447.08,UPI,HDFC,RETURNING,SUCCESS,,0
TXN100169,2026-07-25 00:15:15,681.28,CARD,ICICI,RETURNING,SUCCESS,,0
TXN100170,2026-07-25 00:15:17,515.09,CARD,SBI,NEW,SUCCESS,,0
TXN100171,2026-07-25 00:15:27,768.84,NETBANKING,HDFC,NEW,SUCCESS,,0
TXN100172,2026-07-25 00:15:30,2052.38,UPI,AXIS,NEW,FAILED,BANK_ERROR,1
TXN100173,2026-07-25 00:15:44,203.29,UPI,SBI,NEW,SUCCESS,,0
TXN100174,2026-07-25 00:15:44,221.86,UPI,SBI,RETURNING,SUCCESS,,0
TXN100175,2026-07-25 00:15:59,478.29,CARD,ICICI,RETURNING,SUCCESS,,0
TXN100176,2026-07-25 00:16:01,806.85,UPI,HDFC,NEW,FAILED,BANK_ERROR,0
TXN100177,2026-07-25 00:16:09,241.19,UPI,AXIS,RETURNING,SUCCESS,,0
TXN100178,2026-07-25 00:16:33,2830.82,NETBANKING,ICICI,RETURNING,SUCCESS,,0
TXN100179,2026-07-25 00:16:34,1358.37,UPI,AXIS,RETURNING,SUCCESS,,0
TXN100180,2026-07-25 00:16:37,233.75,UPI,KOTAK,NEW,SUCCESS,,0
TXN100181,2026-07-25 00:16:39,696.09,UPI,ICICI,RETURNING,SUCCESS,,0
TXN100182,2026-07-25 00:16:40,920.99,CARD,HDFC,RETURNING,SUCCESS,,0
TXN100183,2026-07-25 00:16:46,334.7,UPI,KOTAK,NEW,SUCCESS,,0
TXN100184,2026-07-25 00:16:50,172.48,CARD,AXIS,RETURNING,SUCCESS,,0
TXN100185,2026-07-25 00:16:56,349.64,UPI,KOTAK,RETURNING,SUCCESS,,0
TXN100186,2026-07-25 00:16:58,1455.7,UPI,SBI,NEW,SUCCESS,,0
TXN100187,2026-07-25 00:17:14,243.1,UPI,KOTAK,RETURNING,SUCCESS,,0
TXN100188,2026-07-25 00:17:29,1912.64,CARD,ICICI,RETURNING,FAILED,INSUFFICIENT_FUNDS,1
TXN100189,2026-07-25 00:17:31,308.61,UPI,HDFC,RETURNING,FAILED,TIMEOUT,1
TXN100190,2026-07-25 00:17:35,83.76,UPI,SBI,RETURNING,SUCCESS,,0
TXN100191,2026-07-25 00:17:42,1722.55,UPI,HDFC,NEW,SUCCESS,,0
TXN100192,2026-07-25 00:17:43,452.66,UPI,HDFC,RETURNING,SUCCESS,,0
TXN100193,2026-07-25 00:17:47,551.8,CARD,SBI,RETURNING,SUCCESS,,0
TXN100194,2026-07-25 00:17:52,836.97,CARD,KOTAK,NEW,SUCCESS,,0
TXN100195,2026-07-25 00:17:56,229.45,CARD,SBI,NEW,SUCCESS,,0
TXN100196,2026-07-25 00:18:00,276.1,NETBANKING,SBI,RETURNING,SUCCESS,,0
TXN100197,2026-07-25 00:18:02,484.01,NETBANKING,ICICI,NEW,SUCCESS,,0
TXN100198,2026-07-25 00:18:02,1498.49,CARD,SBI,RETURNING,SUCCESS,,0
TXN100199,2026-07-25 00:18:03,835.02,UPI,ICICI,RETURNING,SUCCESS,,0
TXN100200,2026-07-25 00:18:03,823.16,CARD,ICICI,RETURNING,SUCCESS,,0
TXN100201,2026-07-25 00:18:05,1460.25,UPI,ICICI,RETURNING,SUCCESS,,0
TXN100202,2026-07-25 00:18:07,1267.62,CARD,SBI,NEW,SUCCESS,,0
TXN100203,2026-07-25 00:18:08,339.95,UPI,HDFC,RETURNING,SUCCESS,,0
TXN100204,2026-07-25 00:18:12,357.74,UPI,HDFC,RETURNING,SUCCESS,,0
TXN100205,2026-07-25 00:18:15,1009.99,NETBANKING,AXIS,RETURNING,FAILED,CUSTOMER_CANCELLED,0
TXN100206,2026-07-25 00:18:35,591.82,UPI,HDFC,RETURNING,SUCCESS,,0
TXN100207,2026-07-25 00:18:52,607.15,CARD,SBI,NEW,SUCCESS,,0
TXN100208,2026-07-25 00:19:07,131.1,CARD,SBI,NEW,SUCCESS,,0
TXN100209,2026-07-25 00:19:07,657.23,CARD,AXIS,NEW,SUCCESS,,0
TXN100210,2026-07-25 00:19:12,1242.68,NETBANKING,HDFC,RETURNING,SUCCESS,,0
TXN100211,2026-07-25 00:19:37,496.5,UPI,AXIS,RETURNING,SUCCESS,,0
TXN100212,2026-07-25 00:19:51,559.32,UPI,ICICI,NEW,SUCCESS,,0
TXN100213,2026-07-25 00:20:04,2268.87,UPI,HDFC,RETURNING,SUCCESS,,0
TXN100214,2026-07-25 00:20:06,393.66,UPI,HDFC,RETURNING,SUCCESS,,0
TXN100215,2026-07-25 00:20:07,2768.54,UPI,AXIS,RETURNING,SUCCESS,,0
TXN100216,2026-07-25 00:20:15,184.84,UPI,KOTAK,NEW,SUCCESS,,0
TXN100217,2026-07-25 00:20:15,962.75,UPI,ICICI,RETURNING,SUCCESS,,0
TXN100218,2026-07-25 00:20:21,170.84,UPI,AXIS,RETURNING,SUCCESS,,0
TXN100219,2026-07-25 00:20:22,1076.51,UPI,KOTAK,RETURNING,SUCCESS,,0
TXN100220,2026-07-25 00:20:23,312.86,UPI,HDFC,RETURNING,SUCCESS,,0
TXN100221,2026-07-25 00:20:29,255.01,UPI,ICICI,RETURNING,SUCCESS,,0
TXN100222,2026-07-25 00:20:42,407.25,CARD,HDFC,RETURNING,SUCCESS,,0
TXN100223,2026-07-25 00:20:51,391.72,UPI,HDFC,NEW,SUCCESS,,0
TXN100224,2026-07-25 00:20:52,624.39,CARD,SBI,RETURNING,SUCCESS,,0
TXN100225,2026-07-25 00:20:55,1210.82,UPI,SBI,RETURNING,SUCCESS,,0
TXN100226,2026-07-25 00:20:58,1763.4,CARD,AXIS,RETURNING,SUCCESS,,0
TXN100227,2026-07-25 00:21:04,3135.82,UPI,ICICI,RETURNING,SUCCESS,,0
TXN100228,2026-07-25 00:21:22,574.33,CARD,SBI,RETURNING,SUCCESS,,0
TXN100229,2026-07-25 00:21:26,547.0,UPI,HDFC,RETURNING,SUCCESS,,0
TXN100230,2026-07-25 00:21:26,752.47,UPI,SBI,RETURNING,SUCCESS,,0
TXN100231,2026-07-25 00:21:28,452.98,NETBANKING,HDFC,RETURNING,SUCCESS,,0
TXN100232,2026-07-25 00:21:28,108.48,UPI,ICICI,NEW,SUCCESS,,0
TXN100233,2026-07-25 00:21:36,821.0,CARD,HDFC,RETURNING,SUCCESS,,0
TXN100234,2026-07-25 00:21:38,254.8,UPI,ICICI,RETURNING,SUCCESS,,0
TXN100235,2026-07-25 00:21:44,660.75,UPI,KOTAK,RETURNING,FAILED,INSUFFICIENT_FUNDS,0
TXN100236,2026-07-25 00:21:50,453.61,UPI,HDFC,RETURNING,SUCCESS,,0
TXN100237,2026-07-25 00:21:54,266.11,UPI,AXIS,NEW,SUCCESS,,0
TXN100238,2026-07-25 00:21:56,389.15,UPI,ICICI,NEW,SUCCESS,,0
TXN100239,2026-07-25 00:21:56,292.01,UPI,ICICI,RETURNING,SUCCESS,,0
TXN100240,2026-07-25 00:22:07,726.97,UPI,ICICI,NEW,SUCCESS,,0
TXN100241,2026-07-25 00:22:13,465.01,CARD,ICICI,NEW,SUCCESS,,0
TXN100242,2026-07-25 00:22:18,760.48,CARD,KOTAK,RETURNING,SUCCESS,,0
TXN100243,2026-07-25 00:22:19,237.89,UPI,HDFC,RETURNING,SUCCESS,,0
TXN100244,2026-07-25 00:22:21,902.57,CARD,HDFC,RETURNING,SUCCESS,,0
TXN100245,2026-07-25 00:22:30,2390.26,CARD,KOTAK,NEW,SUCCESS,,0
TXN100246,2026-07-25 00:22:33,827.44,CARD,ICICI,NEW,SUCCESS,,0
TXN100247,2026-07-25 00:22:34,1542.16,UPI,ICICI,RETURNING,SUCCESS,,0
TXN100248,2026-07-25 00:22:35,535.09,CARD,SBI,RETURNING,SUCCESS,,0
TXN100249,2026-07-25 00:22:43,517.93,UPI,HDFC,NEW,SUCCESS,,0
TXN100250,2026-07-25 00:22:52,1124.05,UPI,HDFC,NEW,SUCCESS,,0
TXN100251,2026-07-25 00:22:58,556.76,UPI,ICICI,RETURNING,SUCCESS,,0
TXN100252,2026-07-25 00:22:59,1553.47,UPI,AXIS,NEW,SUCCESS,,0
TXN100253,2026-07-25 00:23:00,607.51,CARD,AXIS,RETURNING,SUCCESS,,0
TXN100254,2026-07-25 00:23:10,791.94,UPI,SBI,RETURNING,FAILED,INSUFFICIENT_FUNDS,0
TXN100255,2026-07-25 00:23:20,446.98,UPI,AXIS,RETURNING,SUCCESS,,0
TXN100256,2026-07-25 00:23:24,237.07,CARD,SBI,RETURNING,FAILED,CUSTOMER_CANCELLED,1
TXN100257,2026-07-25 00:23:28,599.77,CARD,SBI,NEW,SUCCESS,,0
TXN100258,2026-07-25 00:23:29,548.45,UPI,ICICI,RETURNING,SUCCESS,,0
TXN100259,2026-07-25 00:23:45,429.68,UPI,SBI,RETURNING,SUCCESS,,0
TXN100260,2026-07-25 00:23:53,976.2,UPI,HDFC,RETURNING,SUCCESS,,0
TXN100261,2026-07-25 00:24:00,1595.3,UPI,HDFC,RETURNING,SUCCESS,,0
TXN100262,2026-07-25 00:24:19,1735.69,CARD,HDFC,NEW,SUCCESS,,0
TXN100263,2026-07-25 00:24:24,598.7,UPI,HDFC,RETURNING,SUCCESS,,0
TXN100264,2026-07-25 00:24:28,420.41,CARD,KOTAK,RETURNING,SUCCESS,,0
TXN100265,2026-07-25 00:24:28,343.03,UPI,HDFC,RETURNING,SUCCESS,,0
TXN100266,2026-07-25 00:24:49,3689.25,UPI,SBI,RETURNING,SUCCESS,,0
TXN100267,2026-07-25 00:24:49,1869.77,UPI,SBI,RETURNING,SUCCESS,,0
TXN100268,2026-07-25 00:24:49,691.57,UPI,SBI,RETURNING,SUCCESS,,0
TXN100269,2026-07-25 00:24:55,131.55,UPI,SBI,NEW,SUCCESS,,0
TXN100270,2026-07-25 00:24:55,600.46,UPI,HDFC,NEW,SUCCESS,,0
TXN100271,2026-07-25 00:24:57,1350.85,UPI,ICICI,NEW,SUCCESS,,0
TXN100272,2026-07-25 00:25:03,374.26,UPI,ICICI,RETURNING,FAILED,NETWORK_ERROR,1
TXN100273,2026-07-25 00:25:08,268.06,NETBANKING,HDFC,RETURNING,SUCCESS,,0
TXN100274,2026-07-25 00:25:15,1137.08,UPI,AXIS,RETURNING,SUCCESS,,0
TXN100275,2026-07-25 00:25:24,679.4,CARD,KOTAK,RETURNING,SUCCESS,,0
TXN100276,2026-07-25 00:25:32,688.96,UPI,KOTAK,NEW,SUCCESS,,0
TXN100277,2026-07-25 00:25:39,676.78,CARD,HDFC,RETURNING,SUCCESS,,0
TXN100278,2026-07-25 00:26:02,234.93,CARD,KOTAK,RETURNING,SUCCESS,,0
TXN100279,2026-07-25 00:26:13,380.87,UPI,ICICI,RETURNING,SUCCESS,,0
TXN100280,2026-07-25 00:26:17,639.99,UPI,SBI,RETURNING,SUCCESS,,0
TXN100281,2026-07-25 00:26:20,237.57,UPI,HDFC,RETURNING,SUCCESS,,0
TXN100282,2026-07-25 00:26:23,318.95,CARD,AXIS,RETURNING,SUCCESS,,0
TXN100283,2026-07-25 00:26:24,2205.72,CARD,AXIS,NEW,SUCCESS,,0
TXN100284,2026-07-25 00:26:25,803.66,UPI,KOTAK,RETURNING,SUCCESS,,0
TXN100285,2026-07-25 00:26:33,800.26,CARD,ICICI,RETURNING,SUCCESS,,0
TXN100286,2026-07-25 00:26:34,1180.2,UPI,HDFC,RETURNING,SUCCESS,,0
TXN100287,2026-07-25 00:26:44,1082.69,CARD,HDFC,NEW,SUCCESS,,0
